#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTF_MNM_6259;[From.GetSocietyNameCap] want nothing to do with you right now.;Les Assassins ne s'intéressent nullement à vous en ce moment.;Die Assassinen wollen derzeit nichts mit Euch zu tun haben.;;Los Asesinos no quieren saber nada de ti ahora mismo.;;;;;;;;;x
EVTDESC_lux_assassins_1_B;Most guests have departed and evening has turned into early morning, yet I and [assassins_recruiter.GetTitledFirstName] are still deep in conversation. We are discussing a sutra [assassins_recruiter.GetFirstName] just read. [assassins_recruiter.GetSheHeCap] suggest that its narrator might be unreliable and asks if the sutras taken from the Buddha are not preferable.;La plupart des invités sont partis, il va bientôt faire jour, et pourtant, vous êtes en pleine discussion avec [assassins_recruiter.Get_le_TitledFirstName]. Vous parlez d'un hadith que [assassins_recruiter.GetFirstName] vient de lire. [assassins_recruiter.GetIlElleCap] suggère que son narrateur, Abou Hourayra, pourrait être peu fiable, et demande si les hadiths notés par Ali ne seraient pas préférables.;Die meisten Gäste haben sich verabschiedet und der Abend ist dem frühen Morgen gewichen, doch Ihr und [assassins_recruiter.GetTitledFirstName] befindet euch immer noch tief im Gespräch. Ihr besprecht eine der Hadithen, die [assassins_recruiter.GetFirstName] vor kurzem las. [assassins_recruiter.GetSheHeCap] meint, ihr Urheber, Abu Hurairah, sei nicht verlässlich, und fragt, ob die Hadithen nach Ali nicht vorzuziehen wären.;;La mayoría de los invitados se marchó y ya se había hecho de día, pero [assassins_recruiter.GetTitledFirstName] y tú seguíais manteniendo una profunda conversación. Debatíais acerca de un hadiz que [assassins_recruiter.GetFirstName] acababa de leer. Creía que el narrador, Abu Hurairah, podría no ser fiable y te preguntó si no prefieres los hadices de Alí.;;;;;;;;;x
EVTOPTA_lux_assassins_1_NOTBUDMAHAYANA;Those are noble actions, indeed.;Ce sont en effet de nobles actions.;Dies sind in der Tat noble Handlungen.;;Son acciones nobles, sin duda.;;;;;;;;;x
EVTOPTA_lux_assassins_1_BUDMAHAYANA;Perhaps you are right. I tend to find more value in the Buddha's words.;C'est possible. Je vais prêter plus d'attention aux mots d'Ali.;Vielleicht habt Ihr recht. Ich finde Alis Worte meist ansprechender.;;Es probable que tenga razón. Suelen parecerme más valiosas las palabras de Alí.;;;;;;;;;x
EVTOPTB_lux_assassins_1_NOTBUDMAHAYANA;Like the Buddhist infidels? Never!;Comme les infidèles musulmans ? Jamais !;Wie die muslimischen Ungläubigen? Niemals!;;¿Como los infieles musulmanes? ¡Jamás!;;;;;;;;;x
EVTOPTB_lux_assassins_1_BUDMAHAYANA;[assassins_recruiter.GetFirstName], you sound like a mindless [bud_mahayana.GetName]!;[assassins_recruiter.GetFirstName], vous ressemblez à un[assassins_recruiter.Get_E] [bud_mahayana.GetName] irraisonné[assassins_recruiter.Get_E] !;[assassins_recruiter.GetFirstName], Ihr klingt wie ein stumpfsinniger Schiit!;;¡[assassins_recruiter.GetFirstName], hablas como esos chiíes insensatos!;;;;;;;;;x

EVTDESC_lux_assassins_3_A;Most guests have departed and evening has turned into early morning, yet [assassins_recruiter.GetTitledFirstName] and I are still deep in conversation. We are talking about religion, righteousness, how to do the right thing. [assassins_recruiter.GetFirstName] suggests that fighting zealously must surely bring mortals closer to the World of Darkness.;La plupart des invités sont partis, il va bientôt faire jour, et pourtant, vous êtes en pleine discussion avec [assassins_recruiter.Get_le_TitledFirstName]. Vous parlez de religion et de droiture. [assassins_recruiter.GetIlElleCap] suggère que l'aumône et le jeûne doivent assurément rapprocher les mortels du divin.;Die meisten Gäste haben sich verabschiedet und der Abend ist dem frühen Morgen gewichen, doch Ihr und [assassins_recruiter.GetTitledFirstName] befindet euch immer noch tief im Gespräch. Ihr redet über Religion, Rechtschaffenheit, wie man das Richtige macht. [assassins_recruiter.GetFirstName] meint, das Spenden von Almosen und Fasten würde Sterbliche sicherlich dem Göttlichen näherbringen.;;La mayoría de los invitados se marchó y ya se había hecho de día, pero [assassins_recruiter.GetTitledFirstName] y tú seguíais manteniendo una profunda conversación. Cuando salieron a relucir temas como la religión, la rectitud, cómo hacer el bien, [assassins_recruiter.GetFirstName] argumentó que dar limosnas y ayunar acercan a los mortales a la divinidad.;;;;;;;;;x
EVTDESC_lux_assassins_3_B;Most guests have departed and evening has turned into early morning, yet I and [assassins_recruiter.GetTitledFirstName] are still deep in conversation. We are discussing a gospel [assassins_recruiter.GetFirstName] just read. [assassins_recruiter.GetSheHeCap] suggest that its narrator might be unreliable and asks if the gospels taken from Ahriman are not preferable.;La plupart des invités sont partis, il va bientôt faire jour, et pourtant, vous êtes en pleine discussion avec [assassins_recruiter.Get_le_TitledFirstName]. Vous parlez d'un hadith que [assassins_recruiter.GetFirstName] vient de lire. [assassins_recruiter.GetIlElleCap] suggère que son narrateur, Abou Hourayra, pourrait être peu fiable, et demande si les hadiths notés par Ali ne seraient pas préférables.;Die meisten Gäste haben sich verabschiedet und der Abend ist dem frühen Morgen gewichen, doch Ihr und [assassins_recruiter.GetTitledFirstName] befindet euch immer noch tief im Gespräch. Ihr besprecht eine der Hadithen, die [assassins_recruiter.GetFirstName] vor kurzem las. [assassins_recruiter.GetSheHeCap] meint, ihr Urheber, Abu Hurairah, sei nicht verlässlich, und fragt, ob die Hadithen nach Ali nicht vorzuziehen wären.;;La mayoría de los invitados se marchó y ya se había hecho de día, pero [assassins_recruiter.GetTitledFirstName] y tú seguíais manteniendo una profunda conversación. Debatíais acerca de un hadiz que [assassins_recruiter.GetFirstName] acababa de leer. Creía que el narrador, Abu Hurairah, podría no ser fiable y te preguntó si no prefieres los hadices de Alí.;;;;;;;;;x
EVTOPTA_lux_assassins_3_NOTMANIAHRIMAN;Those are noble actions, indeed.;Ce sont en effet de nobles actions.;Dies sind in der Tat noble Handlungen.;;Son acciones nobles, sin duda.;;;;;;;;;x
EVTOPTA_lux_assassins_3_MANIAHRIMAN;Perhaps you are right. I tend to find more value in Ahriman's words.;C'est possible. Je vais prêter plus d'attention aux mots d'Ali.;Vielleicht habt Ihr recht. Ich finde Alis Worte meist ansprechender.;;Es probable que tenga razón. Suelen parecerme más valiosas las palabras de Alí.;;;;;;;;;x
EVTOPTB_lux_assassins_3_NOTMANIAHRIMAN;Like the Manichaen infidels? Never!;Comme les infidèles musulmans ? Jamais !;Wie die muslimischen Ungläubigen? Niemals!;;¿Como los infieles musulmanes? ¡Jamás!;;;;;;;;;x
EVTOPTB_lux_assassins_3_MANIAHRIMAN;[assassins_recruiter.GetFirstName], you sound like a mindless [mani_ahriman.GetName]!;[assassins_recruiter.GetFirstName], vous ressemblez à un[assassins_recruiter.Get_E] [mani_ahriman.GetName] irraisonné[assassins_recruiter.Get_E] !;[assassins_recruiter.GetFirstName], Ihr klingt wie ein stumpfsinniger Schiit!;;¡[assassins_recruiter.GetFirstName], hablas como esos chiíes insensatos!;;;;;;;;;x

EVTDESC_lux_assassins_5_A;Most guests have departed and evening has turned into early morning, yet [assassins_recruiter.GetTitledFirstName] and I are still deep in conversation. We are talking about religion, righteousness, how to do the right thing. [assassins_recruiter.GetFirstName] suggests that giving alms and practicing celibacy must surely bring mortals closer to the salvation of man.;La plupart des invités sont partis, il va bientôt faire jour, et pourtant, vous êtes en pleine discussion avec [assassins_recruiter.Get_le_TitledFirstName]. Vous parlez de religion et de droiture. [assassins_recruiter.GetIlElleCap] suggère que l'aumône et le jeûne doivent assurément rapprocher les mortels du divin.;Die meisten Gäste haben sich verabschiedet und der Abend ist dem frühen Morgen gewichen, doch Ihr und [assassins_recruiter.GetTitledFirstName] befindet euch immer noch tief im Gespräch. Ihr redet über Religion, Rechtschaffenheit, wie man das Richtige macht. [assassins_recruiter.GetFirstName] meint, das Spenden von Almosen und Fasten würde Sterbliche sicherlich dem Göttlichen näherbringen.;;La mayoría de los invitados se marchó y ya se había hecho de día, pero [assassins_recruiter.GetTitledFirstName] y tú seguíais manteniendo una profunda conversación. Cuando salieron a relucir temas como la religión, la rectitud, cómo hacer el bien, [assassins_recruiter.GetFirstName] argumentó que dar limosnas y ayunar acercan a los mortales a la divinidad.;;;;;;;;;x
EVTDESC_lux_assassins_5_B;Most guests have departed and evening has turned into early morning, yet I and [assassins_recruiter.GetTitledFirstName] are still deep in conversation. We are discussing some scripture [assassins_recruiter.GetFirstName] just read. [assassins_recruiter.GetSheHeCap] suggest that its narrator might be unreliable and asks if the scriptures taken from the Liber Apologeticus are not preferable.;La plupart des invités sont partis, il va bientôt faire jour, et pourtant, vous êtes en pleine discussion avec [assassins_recruiter.Get_le_TitledFirstName]. Vous parlez d'un hadith que [assassins_recruiter.GetFirstName] vient de lire. [assassins_recruiter.GetIlElleCap] suggère que son narrateur, Abou Hourayra, pourrait être peu fiable, et demande si les hadiths notés par Ali ne seraient pas préférables.;Die meisten Gäste haben sich verabschiedet und der Abend ist dem frühen Morgen gewichen, doch Ihr und [assassins_recruiter.GetTitledFirstName] befindet euch immer noch tief im Gespräch. Ihr besprecht eine der Hadithen, die [assassins_recruiter.GetFirstName] vor kurzem las. [assassins_recruiter.GetSheHeCap] meint, ihr Urheber, Abu Hurairah, sei nicht verlässlich, und fragt, ob die Hadithen nach Ali nicht vorzuziehen wären.;;La mayoría de los invitados se marchó y ya se había hecho de día, pero [assassins_recruiter.GetTitledFirstName] y tú seguíais manteniendo una profunda conversación. Debatíais acerca de un hadiz que [assassins_recruiter.GetFirstName] acababa de leer. Creía que el narrador, Abu Hurairah, podría no ser fiable y te preguntó si no prefieres los hadices de Alí.;;;;;;;;;x
EVTOPTA_lux_assassins_5_NOTPRISCILLIAN;Those are noble actions, indeed.;Ce sont en effet de nobles actions.;Dies sind in der Tat noble Handlungen.;;Son acciones nobles, sin duda.;;;;;;;;;x
EVTOPTA_lux_assassins_5_PRISCILLIAN;Perhaps you are right. I tend to find more value in the Twelve Patriarch's words.;C'est possible. Je vais prêter plus d'attention aux mots d'Ali.;Vielleicht habt Ihr recht. Ich finde Alis Worte meist ansprechender.;;Es probable que tenga razón. Suelen parecerme más valiosas las palabras de Alí.;;;;;;;;;x
EVTOPTB_lux_assassins_5_NOTPRISCILLIAN;Like the Christian infidels? Never!;Comme les infidèles musulmans ? Jamais !;Wie die muslimischen Ungläubigen? Niemals!;;¿Como los infieles musulmanes? ¡Jamás!;;;;;;;;;x
EVTOPTB_lux_assassins_5_PRISCILLIAN;[assassins_recruiter.GetFirstName], you sound like a mindless [priscillian.GetName]!;[assassins_recruiter.GetFirstName], vous ressemblez à un[assassins_recruiter.Get_E] [priscillian.GetName] irraisonné[assassins_recruiter.Get_E] !;[assassins_recruiter.GetFirstName], Ihr klingt wie ein stumpfsinniger Schiit!;;¡[assassins_recruiter.GetFirstName], hablas como esos chiíes insensatos!;;;;;;;;;x

EVTDESC_lux_assassins_7_A;Most guests have departed and evening has turned into early morning, yet [assassins_recruiter.GetTitledFirstName] and I are still deep in conversation. We are talking about religion, righteousness, how to do the right thing. [assassins_recruiter.GetFirstName] suggests that making war and committing sacrifices must surely bring mortals closer to Ragnarok.;La plupart des invités sont partis, il va bientôt faire jour, et pourtant, vous êtes en pleine discussion avec [assassins_recruiter.Get_le_TitledFirstName]. Vous parlez de religion et de droiture. [assassins_recruiter.GetIlElleCap] suggère que l'aumône et le jeûne doivent assurément rapprocher les mortels du divin.;Die meisten Gäste haben sich verabschiedet und der Abend ist dem frühen Morgen gewichen, doch Ihr und [assassins_recruiter.GetTitledFirstName] befindet euch immer noch tief im Gespräch. Ihr redet über Religion, Rechtschaffenheit, wie man das Richtige macht. [assassins_recruiter.GetFirstName] meint, das Spenden von Almosen und Fasten würde Sterbliche sicherlich dem Göttlichen näherbringen.;;La mayoría de los invitados se marchó y ya se había hecho de día, pero [assassins_recruiter.GetTitledFirstName] y tú seguíais manteniendo una profunda conversación. Cuando salieron a relucir temas como la religión, la rectitud, cómo hacer el bien, [assassins_recruiter.GetFirstName] argumentó que dar limosnas y ayunar acercan a los mortales a la divinidad.;;;;;;;;;x
EVTDESC_lux_assassins_7_B;Most guests have departed and evening has turned into early morning, yet I and [assassins_recruiter.GetTitledFirstName] are still deep in conversation. We are discussing a prophecy [assassins_recruiter.GetFirstName] just read. [assassins_recruiter.GetSheHeCap] suggest that its narrator might be unreliable and asks if the prophecies taken from other cultists are not preferable.;La plupart des invités sont partis, il va bientôt faire jour, et pourtant, vous êtes en pleine discussion avec [assassins_recruiter.Get_le_TitledFirstName]. Vous parlez d'un hadith que [assassins_recruiter.GetFirstName] vient de lire. [assassins_recruiter.GetIlElleCap] suggère que son narrateur, Abou Hourayra, pourrait être peu fiable, et demande si les hadiths notés par Ali ne seraient pas préférables.;Die meisten Gäste haben sich verabschiedet und der Abend ist dem frühen Morgen gewichen, doch Ihr und [assassins_recruiter.GetTitledFirstName] befindet euch immer noch tief im Gespräch. Ihr besprecht eine der Hadithen, die [assassins_recruiter.GetFirstName] vor kurzem las. [assassins_recruiter.GetSheHeCap] meint, ihr Urheber, Abu Hurairah, sei nicht verlässlich, und fragt, ob die Hadithen nach Ali nicht vorzuziehen wären.;;La mayoría de los invitados se marchó y ya se había hecho de día, pero [assassins_recruiter.GetTitledFirstName] y tú seguíais manteniendo una profunda conversación. Debatíais acerca de un hadiz que [assassins_recruiter.GetFirstName] acababa de leer. Creía que el narrador, Abu Hurairah, podría no ser fiable y te preguntó si no prefieres los hadices de Alí.;;;;;;;;;x
EVTOPTA_lux_assassins_7_NOTRAGNAROK;Those are noble actions, indeed.;Ce sont en effet de nobles actions.;Dies sind in der Tat noble Handlungen.;;Son acciones nobles, sin duda.;;;;;;;;;x
EVTOPTA_lux_assassins_7_RAGNAROK;Perhaps you are right. I tend to find more value in Fenrir's words.;C'est possible. Je vais prêter plus d'attention aux mots d'Ali.;Vielleicht habt Ihr recht. Ich finde Alis Worte meist ansprechender.;;Es probable que tenga razón. Suelen parecerme más valiosas las palabras de Alí.;;;;;;;;;x
EVTOPTB_lux_assassins_7_NOTRAGNAROK;Like the Norse infidels? Never!;Comme les infidèles musulmans ? Jamais !;Wie die muslimischen Ungläubigen? Niemals!;;¿Como los infieles musulmanes? ¡Jamás!;;;;;;;;;x
EVTOPTB_lux_assassins_7_RAGNAROK;[assassins_recruiter.GetFirstName], you sound like a mindless [ragnarok.GetName]!;[assassins_recruiter.GetFirstName], vous ressemblez à un[assassins_recruiter.Get_E] [ragnarok.GetName] irraisonné[assassins_recruiter.Get_E] !;[assassins_recruiter.GetFirstName], Ihr klingt wie ein stumpfsinniger Schiit!;;¡[assassins_recruiter.GetFirstName], hablas como esos chiíes insensatos!;;;;;;;;;x

EVTDESC_lux_assassins_9_A;Most guests have departed and evening has turned into early morning, yet [assassins_recruiter.GetTitledFirstName] and I are still deep in conversation. We are talking about religion, righteousness, how to do the right thing. [assassins_recruiter.GetFirstName] suggests that worshipping the dead and committing sacrifices must surely bring mortals closer to the restoration of Kemet.;La plupart des invités sont partis, il va bientôt faire jour, et pourtant, vous êtes en pleine discussion avec [assassins_recruiter.Get_le_TitledFirstName]. Vous parlez de religion et de droiture. [assassins_recruiter.GetIlElleCap] suggère que l'aumône et le jeûne doivent assurément rapprocher les mortels du divin.;Die meisten Gäste haben sich verabschiedet und der Abend ist dem frühen Morgen gewichen, doch Ihr und [assassins_recruiter.GetTitledFirstName] befindet euch immer noch tief im Gespräch. Ihr redet über Religion, Rechtschaffenheit, wie man das Richtige macht. [assassins_recruiter.GetFirstName] meint, das Spenden von Almosen und Fasten würde Sterbliche sicherlich dem Göttlichen näherbringen.;;La mayoría de los invitados se marchó y ya se había hecho de día, pero [assassins_recruiter.GetTitledFirstName] y tú seguíais manteniendo una profunda conversación. Cuando salieron a relucir temas como la religión, la rectitud, cómo hacer el bien, [assassins_recruiter.GetFirstName] argumentó que dar limosnas y ayunar acercan a los mortales a la divinidad.;;;;;;;;;x
EVTDESC_lux_assassins_9_B;Most guests have departed and evening has turned into early morning, yet I and [assassins_recruiter.GetTitledFirstName] are still deep in conversation. We are discussing a scroll [assassins_recruiter.GetFirstName] just read. [assassins_recruiter.GetSheHeCap] suggest that its narrator might be unreliable and asks if the Book of the Dead is not preferable.;La plupart des invités sont partis, il va bientôt faire jour, et pourtant, vous êtes en pleine discussion avec [assassins_recruiter.Get_le_TitledFirstName]. Vous parlez d'un hadith que [assassins_recruiter.GetFirstName] vient de lire. [assassins_recruiter.GetIlElleCap] suggère que son narrateur, Abou Hourayra, pourrait être peu fiable, et demande si les hadiths notés par Ali ne seraient pas préférables.;Die meisten Gäste haben sich verabschiedet und der Abend ist dem frühen Morgen gewichen, doch Ihr und [assassins_recruiter.GetTitledFirstName] befindet euch immer noch tief im Gespräch. Ihr besprecht eine der Hadithen, die [assassins_recruiter.GetFirstName] vor kurzem las. [assassins_recruiter.GetSheHeCap] meint, ihr Urheber, Abu Hurairah, sei nicht verlässlich, und fragt, ob die Hadithen nach Ali nicht vorzuziehen wären.;;La mayoría de los invitados se marchó y ya se había hecho de día, pero [assassins_recruiter.GetTitledFirstName] y tú seguíais manteniendo una profunda conversación. Debatíais acerca de un hadiz que [assassins_recruiter.GetFirstName] acababa de leer. Creía que el narrador, Abu Hurairah, podría no ser fiable y te preguntó si no prefieres los hadices de Alí.;;;;;;;;;x
EVTOPTA_lux_assassins_9_NOTSET;Those are noble actions, indeed.;Ce sont en effet de nobles actions.;Dies sind in der Tat noble Handlungen.;;Son acciones nobles, sin duda.;;;;;;;;;x
EVTOPTA_lux_assassins_9_SET;Perhaps you are right. I tend to find more value in the Book of the Dead's words.;C'est possible. Je vais prêter plus d'attention aux mots d'Ali.;Vielleicht habt Ihr recht. Ich finde Alis Worte meist ansprechender.;;Es probable que tenga razón. Suelen parecerme más valiosas las palabras de Alí.;;;;;;;;;x
EVTOPTB_lux_assassins_9_NOTSET;Like the Egyptian infidels? Never!;Comme les infidèles musulmans ? Jamais !;Wie die muslimischen Ungläubigen? Niemals!;;¿Como los infieles musulmanes? ¡Jamás!;;;;;;;;;x
EVTOPTB_lux_assassins_9_SET;[assassins_recruiter.GetFirstName], you sound like a mindless [set.GetName]!;[assassins_recruiter.GetFirstName], vous ressemblez à un[assassins_recruiter.Get_E] [set.GetName] irraisonné[assassins_recruiter.Get_E] !;[assassins_recruiter.GetFirstName], Ihr klingt wie ein stumpfsinniger Schiit!;;¡[assassins_recruiter.GetFirstName], hablas como esos chiíes insensatos!;;;;;;;;;x

EVTDESC_lux_assassins_11_A;Most guests have departed and evening has turned into early morning, yet [assassins_recruiter.GetTitledFirstName] and I are still deep in conversation. We are talking about religion, righteousness, how to do the right thing. [assassins_recruiter.GetFirstName] suggests that making war and purging weakness must surely bring mortals closer to Ahriman-Tengri.;La plupart des invités sont partis, il va bientôt faire jour, et pourtant, vous êtes en pleine discussion avec [assassins_recruiter.Get_le_TitledFirstName]. Vous parlez de religion et de droiture. [assassins_recruiter.GetIlElleCap] suggère que l'aumône et le jeûne doivent assurément rapprocher les mortels du divin.;Die meisten Gäste haben sich verabschiedet und der Abend ist dem frühen Morgen gewichen, doch Ihr und [assassins_recruiter.GetTitledFirstName] befindet euch immer noch tief im Gespräch. Ihr redet über Religion, Rechtschaffenheit, wie man das Richtige macht. [assassins_recruiter.GetFirstName] meint, das Spenden von Almosen und Fasten würde Sterbliche sicherlich dem Göttlichen näherbringen.;;La mayoría de los invitados se marchó y ya se había hecho de día, pero [assassins_recruiter.GetTitledFirstName] y tú seguíais manteniendo una profunda conversación. Cuando salieron a relucir temas como la religión, la rectitud, cómo hacer el bien, [assassins_recruiter.GetFirstName] argumentó que dar limosnas y ayunar acercan a los mortales a la divinidad.;;;;;;;;;x
EVTDESC_lux_assassins_11_B;Most guests have departed and evening has turned into early morning, yet I and [assassins_recruiter.GetTitledFirstName] are still deep in conversation. We are discussing a legend [assassins_recruiter.GetFirstName] just heard. [assassins_recruiter.GetSheHeCap] suggest that its narrator might be unreliable and asks if the legends taken from Tengri-Ahriman are not preferable.;La plupart des invités sont partis, il va bientôt faire jour, et pourtant, vous êtes en pleine discussion avec [assassins_recruiter.Get_le_TitledFirstName]. Vous parlez d'un hadith que [assassins_recruiter.GetFirstName] vient de lire. [assassins_recruiter.GetIlElleCap] suggère que son narrateur, Abou Hourayra, pourrait être peu fiable, et demande si les hadiths notés par Ali ne seraient pas préférables.;Die meisten Gäste haben sich verabschiedet und der Abend ist dem frühen Morgen gewichen, doch Ihr und [assassins_recruiter.GetTitledFirstName] befindet euch immer noch tief im Gespräch. Ihr besprecht eine der Hadithen, die [assassins_recruiter.GetFirstName] vor kurzem las. [assassins_recruiter.GetSheHeCap] meint, ihr Urheber, Abu Hurairah, sei nicht verlässlich, und fragt, ob die Hadithen nach Ali nicht vorzuziehen wären.;;La mayoría de los invitados se marchó y ya se había hecho de día, pero [assassins_recruiter.GetTitledFirstName] y tú seguíais manteniendo una profunda conversación. Debatíais acerca de un hadiz que [assassins_recruiter.GetFirstName] acababa de leer. Creía que el narrador, Abu Hurairah, podría no ser fiable y te preguntó si no prefieres los hadices de Alí.;;;;;;;;;x
EVTOPTA_lux_assassins_11_NOTTENGRIAHRIMAN;Those are noble actions, indeed.;Ce sont en effet de nobles actions.;Dies sind in der Tat noble Handlungen.;;Son acciones nobles, sin duda.;;;;;;;;;x
EVTOPTA_lux_assassins_11_TENGRIAHRIMAN;Perhaps you are right. I tend to find more value in Tengri-Ahriman's words.;C'est possible. Je vais prêter plus d'attention aux mots d'Ali.;Vielleicht habt Ihr recht. Ich finde Alis Worte meist ansprechender.;;Es probable que tenga razón. Suelen parecerme más valiosas las palabras de Alí.;;;;;;;;;x
EVTOPTB_lux_assassins_11_NOTTENGRIAHRIMAN;Like the Turkic infidels? Never!;Comme les infidèles musulmans ? Jamais !;Wie die muslimischen Ungläubigen? Niemals!;;¿Como los infieles musulmanes? ¡Jamás!;;;;;;;;;x
EVTOPTB_lux_assassins_11_TENGRIAHRIMAN;[assassins_recruiter.GetFirstName], you sound like a mindless [tengri_ahriman.GetName]!;[assassins_recruiter.GetFirstName], vous ressemblez à un[assassins_recruiter.Get_E] [tengri_ahriman.GetName] irraisonné[assassins_recruiter.Get_E] !;[assassins_recruiter.GetFirstName], Ihr klingt wie ein stumpfsinniger Schiit!;;¡[assassins_recruiter.GetFirstName], hablas como esos chiíes insensatos!;;;;;;;;;x

